Date,Ozone AQI Value,Site Name,Site ID,Source
02/16/2017,34,Mt Ninham,36-079-0005,AQS
02/17/2017,42,Millbrook,36-027-0007,AQS
02/18/2017,51,Chester,34-027-3001,AQS
02/19/2017,47,Colliers Mills,34-029-0006,AQS
02/20/2017,44,Flemington,34-019-0001,AQS
02/21/2017,44,Colliers Mills,34-029-0006,AQS
02/22/2017,37,Riverhead,36-103-0004,AQS
02/23/2017,41,Colliers Mills,34-029-0006,AQS
02/24/2017,44,Chester,34-027-3001,AQS
02/25/2017,40,Flemington,34-019-0001,AQS
02/26/2017,36,Leonia,34-003-0006,AQS
02/27/2017,41,Colliers Mills,34-029-0006,AQS
02/28/2017,43,Colliers Mills,34-029-0006,AQS
03/01/2017,38,Riverhead,36-103-0004,AQS
03/02/2017,44,Leonia,34-003-0006,AQS
03/03/2017,40,Millbrook,36-027-0007,AQS
03/04/2017,40,Leonia,34-003-0006,AQS
03/05/2017,40,Leonia,34-003-0006,AQS
03/06/2017,42,Colliers Mills,34-029-0006,AQS
03/07/2017,47,Riverhead,36-103-0004,AQS
03/08/2017,47,Susan Wagner Hs,36-085-0067,AQS
03/09/2017,50,Colliers Mills,34-029-0006,AQS
03/10/2017,41,Ramapo,34-031-5001,AQS
03/11/2017,40,Chester,34-027-3001,AQS
03/12/2017,38,Colliers Mills,34-029-0006,AQS
03/13/2017,40,Colliers Mills,34-029-0006,AQS
03/14/2017,40,Susan Wagner Hs,36-085-0067,AQS
03/15/2017,42,Mt Ninham,36-079-0005,AQS
03/16/2017,48,Chester,34-027-3001,AQS
03/17/2017,51,Flemington,34-019-0001,AQS
03/18/2017,48,Mt Ninham,36-079-0005,AQS
03/19/2017,51,Leonia,34-003-0006,AQS
03/20/2017,67,Flemington,34-019-0001,AQS
03/21/2017,58,Millbrook,36-027-0007,AQS
03/22/2017,44,Colliers Mills,34-029-0006,AQS
03/23/2017,44,Leonia,34-003-0006,AQS
03/24/2017,48,Colliers Mills,34-029-0006,AQS
03/25/2017,37,Colliers Mills,34-029-0006,AQS
03/26/2017,41,Mt Ninham,36-079-0005,AQS
03/27/2017,37,Riverhead,36-103-0004,AQS
03/28/2017,37,Riverhead,36-103-0004,AQS
03/29/2017,46,Susan Wagner Hs,36-085-0067,AQS
03/30/2017,44,Millbrook,36-027-0007,AQS
03/31/2017,44,Susan Wagner Hs,36-085-0067,AQS
04/01/2017,42,Riverhead,36-103-0004,AQS
04/02/2017,45,Leonia,34-003-0006,AQS
04/03/2017,49,Colliers Mills,34-029-0006,AQS
04/04/2017,44,Millbrook,36-027-0007,AQS
04/05/2017,43,Flemington,34-019-0001,AQS
04/06/2017,42,Riverhead,36-103-0004,AQS
04/07/2017,39,Susan Wagner Hs,36-085-0067,AQS
04/08/2017,45,Colliers Mills,34-029-0006,AQS
04/09/2017,61,Chester,34-027-3001,AQS
04/10/2017,97,Chester,34-027-3001,AQS
04/11/2017,122,Flemington,34-019-0001,AQS
04/12/2017,54,Colliers Mills,34-029-0006,AQS
04/13/2017,48,Flemington,34-019-0001,AQS
04/14/2017,61,Susan Wagner Hs,36-085-0067,AQS
04/15/2017,51,Millbrook,36-027-0007,AQS
04/16/2017,71,Colliers Mills,34-029-0006,AQS
04/17/2017,51,Susan Wagner Hs,36-085-0067,AQS
04/18/2017,54,Susan Wagner Hs,36-085-0067,AQS
04/19/2017,43,Susan Wagner Hs,36-085-0067,AQS
04/20/2017,39,Riverhead,36-103-0004,AQS
04/21/2017,41,Riverhead,36-103-0004,AQS
04/22/2017,34,Riverhead,36-103-0004,AQS
04/23/2017,42,Millbrook,36-027-0007,AQS
04/24/2017,43,Millbrook,36-027-0007,AQS
04/25/2017,39,Riverhead,36-103-0004,AQS
04/26/2017,32,Riverhead,36-103-0004,AQS
04/27/2017,40,Flemington,34-019-0001,AQS
04/28/2017,90,Colliers Mills,34-029-0006,AQS
04/29/2017,51,Riverhead,36-103-0004,AQS
04/30/2017,43,Susan Wagner Hs,36-085-0067,AQS
05/01/2017,31,Chester,34-027-3001,AQS
05/02/2017,49,Colliers Mills,34-029-0006,AQS
05/03/2017,44,Mt Ninham,36-079-0005,AQS
05/04/2017,48,Mt Ninham,36-079-0005,AQS
05/05/2017,40,Riverhead,36-103-0004,AQS
05/06/2017,41,Riverhead,36-103-0004,AQS
05/07/2017,36,Riverhead,36-103-0004,AQS
05/08/2017,38,Flemington,34-019-0001,AQS
05/09/2017,48,Colliers Mills,34-029-0006,AQS
05/10/2017,44,Flemington,34-019-0001,AQS
05/11/2017,40,Mt Ninham,36-079-0005,AQS
05/12/2017,39,Valley Central High School,36-071-5001,AQS
05/13/2017,38,Mt Ninham,36-079-0005,AQS
05/14/2017,45,Leonia,34-003-0006,AQS
05/15/2017,39,Colliers Mills,34-029-0006,AQS
05/16/2017,61,Colliers Mills,34-029-0006,AQS
05/17/2017,136,Susan Wagner Hs,36-085-0067,AQS
05/18/2017,140,Riverhead,36-103-0004,AQS
05/19/2017,101,Babylon,36-103-0002,AQS
05/20/2017,38,Leonia,34-003-0006,AQS
05/21/2017,46,Millbrook,36-027-0007,AQS
05/22/2017,33,Riverhead,36-103-0004,AQS
05/23/2017,46,Leonia,34-003-0006,AQS
05/24/2017,48,Chester,34-027-3001,AQS
05/25/2017,40,Leonia,34-003-0006,AQS
05/26/2017,40,Babylon,36-103-0002,AQS
05/27/2017,40,Colliers Mills,34-029-0006,AQS
05/28/2017,44,Chester,34-027-3001,AQS
05/29/2017,33,Colliers Mills,34-029-0006,AQS
05/30/2017,31,Millbrook,36-027-0007,AQS
05/31/2017,58,Rutgers University,34-023-0011,AQS
06/01/2017,71,Colliers Mills,34-029-0006,AQS
06/02/2017,48,Colliers Mills,34-029-0006,AQS
06/03/2017,41,Colliers Mills,34-029-0006,AQS
06/04/2017,44,Colliers Mills,34-029-0006,AQS
06/05/2017,38,Flemington,34-019-0001,AQS
06/06/2017,27,Riverhead,36-103-0004,AQS
06/07/2017,41,Leonia,34-003-0006,AQS
06/08/2017,43,Valley Central High School,36-071-5001,AQS
06/09/2017,58,Colliers Mills,34-029-0006,AQS
06/10/2017,112,Leonia,34-003-0006,AQS
06/11/2017,108,Babylon,36-103-0002,AQS
06/12/2017,159,Babylon,36-103-0002,AQS
06/13/2017,156,Riverhead,36-103-0004,AQS
06/14/2017,61,Flemington,34-019-0001,AQS
06/15/2017,47,Chester,34-027-3001,AQS
06/16/2017,28,Colliers Mills,34-029-0006,AQS
06/17/2017,32,Babylon,36-103-0002,AQS
06/18/2017,40,Chester,34-027-3001,AQS
06/19/2017,35,Leonia,34-003-0006,AQS
06/20/2017,74,Colliers Mills,34-029-0006,AQS
06/21/2017,97,Riverhead,36-103-0004,AQS
06/22/2017,126,Rutgers University,34-023-0011,AQS
06/23/2017,46,Mt Ninham,36-079-0005,AQS
06/24/2017,44,Leonia,34-003-0006,AQS
06/25/2017,54,Leonia,34-003-0006,AQS
06/26/2017,67,Colliers Mills,34-029-0006,AQS
06/27/2017,64,Babylon,36-103-0002,AQS
06/28/2017,43,Flemington,34-019-0001,AQS
06/29/2017,93,Flemington,34-019-0001,AQS
06/30/2017,129,Leonia,34-003-0006,AQS
07/01/2017,34,Flemington,34-019-0001,AQS
07/02/2017,77,Colliers Mills,34-029-0006,AQS
07/03/2017,97,Babylon,36-103-0002,AQS
07/04/2017,80,Susan Wagner Hs,36-085-0067,AQS
07/05/2017,51,Leonia,34-003-0006,AQS
07/06/2017,36,Millbrook,36-027-0007,AQS
07/07/2017,44,Flemington,34-019-0001,AQS
07/08/2017,80,Riverhead,36-103-0004,AQS
07/09/2017,48,Holtsville,36-103-0009,AQS
07/10/2017,61,Millbrook,36-027-0007,AQS
07/11/2017,97,Riverhead,36-103-0004,AQS
07/12/2017,108,Riverhead,36-103-0004,AQS
07/13/2017,119,Riverhead,36-103-0004,AQS
07/14/2017,26,Colliers Mills,34-029-0006,AQS
07/15/2017,67,Babylon,36-103-0002,AQS
07/16/2017,64,Pfizer Lab Site,36-005-0133,AQS
07/17/2017,80,Rockland County,36-087-0005,AQS
07/18/2017,80,Mt Ninham,36-079-0005,AQS
07/19/2017,112,Colliers Mills,34-029-0006,AQS
07/20/2017,122,Colliers Mills,34-029-0006,AQS
07/21/2017,80,Colliers Mills,34-029-0006,AQS
07/22/2017,136,Is 52,36-005-0110,AQS
07/23/2017,74,Queens College 2,36-081-0124,AQS
07/24/2017,38,Colliers Mills,34-029-0006,AQS
07/25/2017,31,Colliers Mills,34-029-0006,AQS
07/26/2017,45,White Plains,36-119-2004,AQS
07/27/2017,43,Rutgers University,34-023-0011,AQS
07/28/2017,80,Flemington,34-019-0001,AQS
07/29/2017,31,Chester,34-027-3001,AQS
07/30/2017,45,Colliers Mills,34-029-0006,AQS
07/31/2017,100,Susan Wagner Hs,36-085-0067,AQS
08/01/2017,122,Babylon,36-103-0002,AQS
08/02/2017,61,Riverhead,36-103-0004,AQS
08/03/2017,108,Mt Ninham,36-079-0005,AQS
08/04/2017,49,Valley Central High School,36-071-5001,AQS
08/05/2017,48,Riverhead,36-103-0004,AQS
08/06/2017,33,Babylon,36-103-0002,AQS
08/07/2017,33,Susan Wagner Hs,36-085-0067,AQS
08/08/2017,37,Monmouth University,34-025-0005,AQS
08/09/2017,87,Susan Wagner Hs,36-085-0067,AQS
08/10/2017,71,Chester,34-027-3001,AQS
08/11/2017,71,Millbrook,36-027-0007,AQS
08/12/2017,44,Millbrook,36-027-0007,AQS
08/13/2017,44,Queens College 2,36-081-0124,AQS
08/14/2017,45,Ramapo,34-031-5001,AQS
08/15/2017,43,Riverhead,36-103-0004,AQS
08/16/2017,67,Monmouth University,34-025-0005,AQS
08/17/2017,61,Chester,34-027-3001,AQS
08/18/2017,35,Riverhead,36-103-0004,AQS
08/19/2017,77,Babylon,36-103-0002,AQS
08/20/2017,39,Riverhead,36-103-0004,AQS
08/21/2017,64,Leonia,34-003-0006,AQS
08/22/2017,90,Mt Ninham,36-079-0005,AQS
08/23/2017,42,Colliers Mills,34-029-0006,AQS
08/24/2017,43,Riverhead,36-103-0004,AQS
08/25/2017,36,Colliers Mills,34-029-0006,AQS
08/26/2017,48,Susan Wagner Hs,36-085-0067,AQS
08/27/2017,44,Flemington,34-019-0001,AQS
08/28/2017,38,Chester,34-027-3001,AQS
08/29/2017,28,Riverhead,36-103-0004,AQS
08/30/2017,41,Queens College 2,36-081-0124,AQS
08/31/2017,48,Colliers Mills,34-029-0006,AQS
09/01/2017,34,Babylon,36-103-0002,AQS
09/02/2017,35,Rutgers University,34-023-0011,AQS
09/03/2017,34,Riverhead,36-103-0004,AQS
09/04/2017,47,Rutgers University,34-023-0011,AQS
09/05/2017,61,Rockland County,36-087-0005,AQS
09/06/2017,37,Riverhead,36-103-0004,AQS
09/07/2017,45,Riverhead,36-103-0004,AQS
09/08/2017,35,Riverhead,36-103-0004,AQS
09/09/2017,24,Riverhead,36-103-0004,AQS
09/10/2017,31,Colliers Mills,34-029-0006,AQS
09/11/2017,34,Riverhead,36-103-0004,AQS
09/12/2017,39,Susan Wagner Hs,36-085-0067,AQS
09/13/2017,49,Riverhead,36-103-0004,AQS
09/14/2017,42,Rutgers University,34-023-0011,AQS
09/15/2017,46,Queens College 2,36-081-0124,AQS
09/16/2017,58,Flemington,34-019-0001,AQS
09/17/2017,84,Rutgers University,34-023-0011,AQS
09/18/2017,38,Valley Central High School,36-071-5001,AQS
09/19/2017,23,Rutgers University,34-023-0011,AQS
09/20/2017,29,Colliers Mills,34-029-0006,AQS
09/21/2017,36,Colliers Mills,34-029-0006,AQS
09/22/2017,41,Colliers Mills,34-029-0006,AQS
09/23/2017,44,Ramapo,34-031-5001,AQS
09/24/2017,126,Rutgers University,34-023-0011,AQS
09/25/2017,97,Flemington,34-019-0001,AQS
09/26/2017,71,Ramapo,34-031-5001,AQS
09/27/2017,33,Chester,34-027-3001,AQS
09/28/2017,35,Colliers Mills,34-029-0006,AQS
09/29/2017,36,Colliers Mills,34-029-0006,AQS
09/30/2017,32,Riverhead,36-103-0004,AQS
10/01/2017,35,Newark Firehouse,34-013-0003,AQS
10/02/2017,42,Ramapo,34-031-5001,AQS
10/03/2017,36,Millbrook,36-027-0007,AQS
10/04/2017,47,Millbrook,36-027-0007,AQS
10/05/2017,50,Susan Wagner Hs,36-085-0067,AQS
10/06/2017,44,Colliers Mills,34-029-0006,AQS
10/07/2017,43,Millbrook,36-027-0007,AQS
10/08/2017,28,Riverhead,36-103-0004,AQS
10/09/2017,25,Chester,34-027-3001,AQS
10/10/2017,36,Riverhead,36-103-0004,AQS
10/11/2017,34,White Plains,36-119-2004,AQS
10/12/2017,31,Babylon,36-103-0002,AQS
10/13/2017,31,Millbrook,36-027-0007,AQS
10/14/2017,33,Millbrook,36-027-0007,AQS
10/15/2017,31,Millbrook,36-027-0007,AQS
10/16/2017,26,Newark Firehouse,34-013-0003,AQS
10/17/2017,27,Chester,34-027-3001,AQS
10/18/2017,43,Ramapo,34-031-5001,AQS
10/19/2017,48,Babylon,36-103-0002,AQS
10/20/2017,42,Colliers Mills,34-029-0006,AQS
10/21/2017,43,Ramapo,34-031-5001,AQS
10/22/2017,48,Ramapo,34-031-5001,AQS
10/23/2017,35,Mt Ninham,36-079-0005,AQS
10/24/2017,33,Colliers Mills,34-029-0006,AQS
10/25/2017,32,Chester,34-027-3001,AQS
10/26/2017,31,Ramapo,34-031-5001,AQS
10/27/2017,37,Riverhead,36-103-0004,AQS
10/28/2017,44,Chester,34-027-3001,AQS
10/29/2017,40,Riverhead,36-103-0004,AQS
10/30/2017,30,Chester,34-027-3001,AQS
10/31/2017,29,Newark Firehouse,34-013-0003,AQS
11/01/2017,35,Riverhead,36-103-0004,AQS
11/02/2017,35,Riverhead,36-103-0004,AQS
11/03/2017,33,Riverhead,36-103-0004,AQS
11/04/2017,29,Mt Ninham,36-079-0005,AQS
11/05/2017,28,Riverhead,36-103-0004,AQS
11/06/2017,30,Riverhead,36-103-0004,AQS
11/07/2017,22,Chester,34-027-3001,AQS
11/08/2017,25,Riverhead,36-103-0004,AQS
11/09/2017,32,Susan Wagner Hs,36-085-0067,AQS
11/10/2017,36,Valley Central High School,36-071-5001,AQS
11/11/2017,33,Chester,34-027-3001,AQS
11/12/2017,32,Chester,34-027-3001,AQS
11/13/2017,23,Mt Ninham,36-079-0005,AQS
11/14/2017,28,Rockland County,36-087-0005,AQS
11/15/2017,35,Susan Wagner Hs,36-085-0067,AQS
11/16/2017,33,Susan Wagner Hs,36-085-0067,AQS
11/17/2017,35,Mt Ninham,36-079-0005,AQS
11/18/2017,36,Babylon,36-103-0002,AQS
11/19/2017,36,Babylon,36-103-0002,AQS
11/20/2017,33,Mt Ninham,36-079-0005,AQS
11/21/2017,34,Holtsville,36-103-0009,AQS
11/22/2017,29,Holtsville,36-103-0009,AQS
11/23/2017,32,Mt Ninham,36-079-0005,AQS
11/24/2017,29,Chester,34-027-3001,AQS
11/25/2017,34,Babylon,36-103-0002,AQS
11/26/2017,31,Chester,34-027-3001,AQS
11/27/2017,32,Mt Ninham,36-079-0005,AQS
11/28/2017,36,Holtsville,36-103-0009,AQS
11/29/2017,34,Flemington,34-019-0001,AQS
11/30/2017,28,Holtsville,36-103-0009,AQS
12/01/2017,27,Chester,34-027-3001,AQS
12/02/2017,24,Chester,34-027-3001,AQS
12/03/2017,21,Holtsville,36-103-0009,AQS
12/04/2017,31,Chester,34-027-3001,AQS
12/05/2017,35,Babylon,36-103-0002,AQS
12/06/2017,31,Mt Ninham,36-079-0005,AQS
12/07/2017,32,Mt Ninham,36-079-0005,AQS
12/08/2017,25,Mt Ninham,36-079-0005,AQS
12/09/2017,25,Holtsville,36-103-0009,AQS
12/10/2017,25,Mt Ninham,36-079-0005,AQS
12/11/2017,26,Mt Ninham,36-079-0005,AQS
12/12/2017,32,Chester,34-027-3001,AQS
12/13/2017,33,Mt Ninham,36-079-0005,AQS
12/14/2017,35,Mt Ninham,36-079-0005,AQS
12/15/2017,31,Chester,34-027-3001,AQS
12/16/2017,31,Valley Central High School,36-071-5001,AQS
12/17/2017,32,Mt Ninham,36-079-0005,AQS
12/18/2017,23,Mt Ninham,36-079-0005,AQS
12/19/2017,29,Mt Ninham,36-079-0005,AQS
12/20/2017,34,Mt Ninham,36-079-0005,AQS
12/21/2017,29,Valley Central High School,36-071-5001,AQS
12/22/2017,23,Millbrook,36-027-0007,AQS
12/23/2017,25,Chester,34-027-3001,AQS
12/24/2017,32,Mt Ninham,36-079-0005,AQS
12/25/2017,32,Chester,34-027-3001,AQS
12/26/2017,34,Flemington,34-019-0001,AQS
12/27/2017,36,Mt Ninham,36-079-0005,AQS
12/28/2017,36,Mt Ninham,36-079-0005,AQS
12/29/2017,34,Mt Ninham,36-079-0005,AQS
12/30/2017,28,Rockland County,36-087-0005,AQS
12/31/2017,36,Chester,34-027-3001,AQS
01/01/2018,35,Valley Central High School,36-071-5001,AQS
01/02/2018,33,Mt Ninham,36-079-0005,AQS
01/03/2018,29,Mt Ninham,36-079-0005,AQS
01/04/2018,32,Holtsville,36-103-0009,AQS
01/05/2018,36,Chester,34-027-3001,AQS
01/06/2018,35,Mt Ninham,36-079-0005,AQS
01/07/2018,35,Valley Central High School,36-071-5001,AQS
01/08/2018,27,Holtsville,36-103-0009,AQS
01/09/2018,33,Chester,34-027-3001,AQS
01/10/2018,25,Chester,34-027-3001,AQS
01/11/2018,32,Holtsville,36-103-0009,AQS
01/12/2018,32,Babylon,36-103-0002,AQS
01/13/2018,33,Chester,34-027-3001,AQS
01/14/2018,37,Mt Ninham,36-079-0005,AQS
01/15/2018,33,Mt Ninham,36-079-0005,AQS
01/16/2018,25,Holtsville,36-103-0009,AQS
01/17/2018,26,Chester,34-027-3001,AQS
01/18/2018,31,Chester,34-027-3001,AQS
01/19/2018,33,Chester,34-027-3001,AQS
01/20/2018,39,Mt Ninham,36-079-0005,AQS
01/21/2018,40,Chester,34-027-3001,AQS
01/22/2018,31,White Plains,36-119-2004,AQS
01/23/2018,36,Mt Ninham,36-079-0005,AQS
01/24/2018,33,Valley Central High School,36-071-5001,AQS
01/25/2018,37,Mt Ninham,36-079-0005,AQS
01/26/2018,34,Mt Ninham,36-079-0005,AQS
01/27/2018,39,Holtsville,36-103-0009,AQS
01/28/2018,29,Chester,34-027-3001,AQS
01/29/2018,31,Chester,34-027-3001,AQS
01/30/2018,31,Chester,34-027-3001,AQS
01/31/2018,32,Chester,34-027-3001,AQS
02/01/2018,28,Holtsville,36-103-0009,AQS
02/02/2018,35,Mt Ninham,36-079-0005,AQS
02/03/2018,31,Millbrook,36-027-0007,AQS
02/04/2018,35,Holtsville,36-103-0009,AQS
02/05/2018,39,Mt Ninham,36-079-0005,AQS
02/06/2018,31,Valley Central High School,36-071-5001,AQS
02/07/2018,35,Chester,34-027-3001,AQS
02/08/2018,39,Chester,34-027-3001,AQS
02/09/2018,35,Holtsville,36-103-0009,AQS
02/10/2018,35,Holtsville,36-103-0009,AQS
02/11/2018,23,Holtsville,36-103-0009,AQS
02/12/2018,41,Valley Central High School,36-071-5001,AQS
02/13/2018,38,Mt Ninham,36-079-0005,AQS
02/14/2018,31,Holtsville,36-103-0009,AQS
02/15/2018,16,Holtsville,36-103-0009,AQS
02/16/2018,37,Valley Central High School,36-071-5001,AQS
02/17/2018,37,Mt Ninham,36-079-0005,AQS
02/18/2018,40,Mt Ninham,36-079-0005,AQS
02/19/2018,37,Holtsville,36-103-0009,AQS
02/20/2018,24,Holtsville,36-103-0009,AQS
02/21/2018,32,Mt Ninham,36-079-0005,AQS
02/22/2018,31,White Plains,36-119-2004,AQS
02/23/2018,30,Holtsville,36-103-0009,AQS
02/24/2018,22,Rockland County,36-087-0005,AQS
02/25/2018,29,Mt Ninham,36-079-0005,AQS
02/26/2018,38,Valley Central High School,36-071-5001,AQS
02/27/2018,44,Mt Ninham,36-079-0005,AQS
02/28/2018,41,Chester,34-027-3001,AQS
03/01/2018,42,Mt Ninham,36-079-0005,AQS
03/02/2018,39,Valley Central High School,36-071-5001,AQS
03/03/2018,37,Chester,34-027-3001,AQS
03/04/2018,41,Chester,34-027-3001,AQS
03/05/2018,37,Flemington,34-019-0001,AQS
03/06/2018,42,Riverhead,36-103-0004,AQS
03/07/2018,39,Riverhead,36-103-0004,AQS
03/08/2018,40,Valley Central High School,36-071-5001,AQS
03/09/2018,38,Mt Ninham,36-079-0005,AQS
03/10/2018,42,Mt Ninham,36-079-0005,AQS
03/11/2018,43,Flemington,34-019-0001,AQS
03/12/2018,40,Mt Ninham,36-079-0005,AQS
03/13/2018,41,Chester,34-027-3001,AQS
03/14/2018,39,Mt Ninham,36-079-0005,AQS
03/15/2018,47,Mt Ninham,36-079-0005,AQS
03/16/2018,42,Rockland County,36-087-0005,AQS
03/17/2018,45,Ramapo,34-031-5001,AQS
03/18/2018,45,Chester,34-027-3001,AQS
03/19/2018,44,Flemington,34-019-0001,AQS
03/20/2018,40,Valley Central High School,36-071-5001,AQS
03/21/2018,41,Valley Central High School,36-071-5001,AQS
03/22/2018,45,Mt Ninham,36-079-0005,AQS
03/23/2018,43,Chester,34-027-3001,AQS
03/24/2018,44,Flemington,34-019-0001,AQS
03/25/2018,41,Riverhead,36-103-0004,AQS
03/26/2018,45,Mt Ninham,36-079-0005,AQS
03/27/2018,44,Colliers Mills,34-029-0006,AQS
03/28/2018,35,Mt Ninham,36-079-0005,AQS
03/29/2018,37,Riverhead,36-103-0004,AQS
03/30/2018,37,Valley Central High School,36-071-5001,AQS
03/31/2018,44,Chester,34-027-3001,AQS
04/01/2018,44,Valley Central High School,36-071-5001,AQS
04/02/2018,44,Chester,34-027-3001,AQS
04/03/2018,42,Riverhead,36-103-0004,AQS
04/04/2018,43,Valley Central High School,36-071-5001,AQS
04/05/2018,44,Chester,34-027-3001,AQS
04/06/2018,49,Chester,34-027-3001,AQS
04/07/2018,46,Riverhead,36-103-0004,AQS
04/08/2018,43,Colliers Mills,34-029-0006,AQS
04/09/2018,43,Chester,34-027-3001,AQS
04/10/2018,43,Chester,34-027-3001,AQS
04/11/2018,50,Millbrook,36-027-0007,AQS
04/12/2018,51,Riverhead,36-103-0004,AQS
04/13/2018,97,Chester,34-027-3001,AQS
04/14/2018,97,Flemington,34-019-0001,AQS
04/15/2018,43,Leonia,34-003-0006,AQS
04/16/2018,43,Millbrook,36-027-0007,AQS
04/17/2018,34,Flemington,34-019-0001,AQS
04/18/2018,37,Chester,34-027-3001,AQS
04/19/2018,43,Chester,34-027-3001,AQS
04/20/2018,43,Colliers Mills,34-029-0006,AQS
04/21/2018,50,Chester,34-027-3001,AQS
04/22/2018,54,Flemington,34-019-0001,AQS
04/23/2018,67,Millbrook,36-027-0007,AQS
04/24/2018,67,Millbrook,36-027-0007,AQS
04/25/2018,49,Riverhead,36-103-0004,AQS
04/26/2018,48,Colliers Mills,34-029-0006,AQS
04/27/2018,46,Colliers Mills,34-029-0006,AQS
04/28/2018,74,Millbrook,36-027-0007,AQS
04/29/2018,42,Riverhead,36-103-0004,AQS
04/30/2018,41,Colliers Mills,34-029-0006,AQS
05/01/2018,112,Colliers Mills,34-029-0006,AQS
05/02/2018,119,Colliers Mills,34-029-0006,AQS
05/03/2018,93,Rutgers University,34-023-0011,AQS
05/04/2018,74,Flemington,34-019-0001,AQS
05/05/2018,61,Babylon,36-103-0002,AQS
05/06/2018,48,Ramapo,34-031-5001,AQS
05/07/2018,51,Colliers Mills,34-029-0006,AQS
05/08/2018,71,Millbrook,36-027-0007,AQS
05/09/2018,90,Flemington,34-019-0001,AQS
05/10/2018,48,Chester,34-027-3001,AQS
05/11/2018,54,Chester,34-027-3001,AQS
05/12/2018,46,Babylon,36-103-0002,AQS
05/13/2018,38,Babylon,36-103-0002,AQS
05/14/2018,41,Riverhead,36-103-0004,AQS
05/15/2018,74,Freshkills West,36-085-0111,AQS
05/16/2018,41,Riverhead,36-103-0004,AQS
05/17/2018,31,Millbrook,36-027-0007,AQS
05/18/2018,42,Millbrook,36-027-0007,AQS
05/19/2018,31,Riverhead,36-103-0004,AQS
05/20/2018,40,Colliers Mills,34-029-0006,AQS
05/21/2018,58,Rutgers University,34-023-0011,AQS
05/22/2018,36,Chester,34-027-3001,AQS
05/23/2018,43,Riverhead,36-103-0004,AQS
05/24/2018,93,Queens College 2,36-081-0124,AQS
05/25/2018,108,Queens College 2,36-081-0124,AQS
05/26/2018,115,Riverhead,36-103-0004,AQS
05/27/2018,46,Millbrook,36-027-0007,AQS
05/28/2018,31,Rockland County,36-087-0005,AQS
05/29/2018,115,Ramapo,34-031-5001,AQS
05/30/2018,58,Valley Central High School,36-071-5001,AQS
05/31/2018,35,Riverhead,36-103-0004,AQS
06/01/2018,46,Colliers Mills,34-029-0006,AQS
06/02/2018,93,Monmouth University,34-025-0005,AQS
06/03/2018,29,Millbrook,36-027-0007,AQS
06/04/2018,33,Colliers Mills,34-029-0006,AQS
06/05/2018,54,Colliers Mills,34-029-0006,AQS
06/06/2018,33,Chester,34-027-3001,AQS
06/07/2018,42,Chester,34-027-3001,AQS
06/08/2018,74,Chester,34-027-3001,AQS
06/09/2018,119,Rutgers University,34-023-0011,AQS
06/10/2018,37,Babylon,36-103-0002,AQS
06/11/2018,45,Valley Central High School,36-071-5001,AQS
06/12/2018,51,Millbrook,36-027-0007,AQS
06/13/2018,44,Flemington,34-019-0001,AQS
06/14/2018,46,Chester,34-027-3001,AQS
06/15/2018,40,Colliers Mills,34-029-0006,AQS
06/16/2018,61,Babylon,36-103-0002,AQS
06/17/2018,115,Bayonne,34-017-0006,AQS
06/18/2018,133,White Plains,36-119-2004,AQS
06/19/2018,47,Monmouth University,34-025-0005,AQS
06/20/2018,101,Rockland County,36-087-0005,AQS
06/21/2018,101,Colliers Mills,34-029-0006,AQS
06/22/2018,45,Rockland County,36-087-0005,AQS
06/23/2018,32,Flax Pond,36-103-0044,AQS
06/24/2018,46,Colliers Mills,34-029-0006,AQS
06/25/2018,38,Monmouth University,34-025-0005,AQS
06/26/2018,50,Valley Central High School,36-071-5001,AQS
06/27/2018,38,Riverhead,36-103-0004,AQS
06/28/2018,58,Colliers Mills,34-029-0006,AQS
06/29/2018,80,Colliers Mills,34-029-0006,AQS
06/30/2018,129,Pfizer Lab Site,36-005-0133,AQS
07/01/2018,174,Bayonne,34-017-0006,AQS
07/02/2018,210,Rockland County,36-087-0005,AQS
07/03/2018,90,Rutgers University,34-023-0011,AQS
07/04/2018,90,White Plains,36-119-2004,AQS
07/05/2018,41,Flemington,34-019-0001,AQS
07/06/2018,37,Riverhead,36-103-0004,AQS
07/07/2018,51,Flemington,34-019-0001,AQS
07/08/2018,67,Rutgers University,34-023-0011,AQS
07/09/2018,129,Leonia,34-003-0006,AQS
07/10/2018,172,Flax Pond,36-103-0044,AQS
07/11/2018,71,Colliers Mills,34-029-0006,AQS
07/12/2018,74,Flemington,34-019-0001,AQS
07/13/2018,105,Rockland County,36-087-0005,AQS
07/14/2018,108,Flax Pond,36-103-0044,AQS
07/15/2018,84,Riverhead,36-103-0004,AQS
07/16/2018,133,Rutgers University,34-023-0011,AQS
07/17/2018,61,Leonia,34-003-0006,AQS
07/18/2018,47,Monmouth University,34-025-0005,AQS
07/19/2018,87,Flemington,34-019-0001,AQS
07/20/2018,97,Valley Central High School,36-071-5001,AQS
07/21/2018,38,Leonia,34-003-0006,AQS
07/22/2018,38,Riverhead,36-103-0004,AQS
07/23/2018,31,Colliers Mills,34-029-0006,AQS
07/24/2018,24,Valley Central High School,36-071-5001,AQS
07/25/2018,32,Flemington,34-019-0001,AQS
07/26/2018,58,Riverhead,36-103-0004,AQS
07/27/2018,67,Flemington,34-019-0001,AQS
07/28/2018,126,White Plains,36-119-2004,AQS
